route_id,service_id,trip_id,trip_headsign,shape_id,block_id
3C,979,306945:415096:417229,COUNTY PARK to Castlegreen Dr,3528,417229
3C,985,306945:415096:423222,COUNTY PARK to Castlegreen Dr,3528,423222
3J,979,306838:415097:417224,JUMBO GARDENS to Sherwood Dr.,3525,417224
17,979,306501:415098:417170,CURRENT RIVER to Waterfront,3566,417170
3M,983,306055:415099:417210,MEMORIAL to County Park,3563,417210
10,986,308254:415100:423253,NORTHWOOD to County Park,3544,423253
3M,983,306120:415102:417210,MEMORIAL to Northwood,3515,417210
14,979,306674:415103:417207,ARTHUR to Jumbo Gardens,3539,417207
14,985,306674:415103:423264,ARTHUR to Jumbo Gardens,3539,423264
11,979,306700:415104:417228,JOHN to Windsor St.,3517,417228
11,985,306700:415104:423268,JOHN to Windsor St.,3517,423268
3M,979,307292:415105:417233,MEMORIAL to Airport,3516,417233
2,980,307391:415106:417237,CROSSTOWN to Waterfront,3478,417237
3C,983,306189:415107:417203,COUNTY PARK to Castlegreen Dr,3528,417203
3C,987,306189:415107:423231,COUNTY PARK to Castlegreen Dr,3528,423231
7,979,307125:415108:417228,HUDSON to Shuniah St.,3466,417228
7,985,307125:415108:423268,HUDSON to Shuniah St.,3466,423268
14,979,306688:415110:417244,ARTHUR to Airport,3545,417244
14,985,306688:415110:423198,ARTHUR to Airport,3545,423198
5,984,306159:415111:417165,EDWARD to Waterfront,3555,417165
11,986,308054:415112:423255,JOHN to Windsor St.,3517,423255
10,983,306248:415113:417210,NORTHWOOD to County Park,3550,417210
10,987,306248:415113:423214,NORTHWOOD to County Park,3550,423214
15,983,306336:415114:417242,BEVERLY to Intercity,3524,417242
15,987,306336:415114:423266,BEVERLY to Intercity,3524,423266
17,983,305811:415115:417196,CURRENT RIVER to Waterfront,3566,417196
18,983,305755:415116:417196,WESTFORT to Mary,3509,417196
3M,983,306058:415117:417210,MEMORIAL to County Park,3563,417210
2,980,307409:415119:417217,CROSSTOWN to Westfort,3487,417217
7,976,309710:415120:423213,HUDSON to Shuniah St.,3466,423213
3M,983,306092:415121:417203,MEMORIAL to Northwood,3515,417203
15,979,307475:415123:417218,BEVERLY to Intercity,3523,417218
15,985,307475:415123:423240,BEVERLY to Intercity,3523,423240
10,986,308287:415124:423253,NORTHWOOD to College,3549,423253
10,976,309332:415125:423269,NORTHWOOD to County Park,3550,423269
7,979,307128:415126:417248,HUDSON to Shuniah St.,3466,417248
7,985,307128:415126:423217,HUDSON to Shuniah St.,3466,423217
5,984,306132:415127:417230,EDWARD to Westfort,3543,417230
3C,983,306165:415128:417185,COUNTY PARK to Northwood,3564,417185
17,983,305818:415131:417232,CURRENT RIVER to Waterfront,3566,417232
17,976,309800:415132:423208,CURRENT RIVER to Cowan,3442,423208
2,984,305972:415133:417230,CROSSTOWN to Waterfront,3478,417230
11,979,306717:415134:417248,JOHN to Waterfront,3510,417248
11,985,306717:415134:423217,JOHN to Waterfront,3510,423217
9,986,307846:415135:423242,JUNOT to University,3469,423242
3M,983,306074:415136:417185,MEMORIAL to County Park,3563,417185
3M,987,306074:415136:423256,MEMORIAL to County Park,3563,423256
1,976,309570:415137:417161,MAINLINE to City Hall,3565,417161
5,976,309480:415138:417214,EDWARD to Waterfront,3555,417214
17,986,307640:415139:423200,CURRENT RIVER to Cowan,3442,423200
17,986,307668:415140:423200,CURRENT RIVER to Cowan,3442,423200
15,986,308561:415141:423235,BEVERLY to University,3535,423235
1,979,307041:415142:417187,MAINLINE to Waterfront,3522,417187
18,983,305750:415143:417232,WESTFORT to Mary,3509,417232
1,979,307043:415144:417215,MAINLINE to Waterfront,3522,417215
1,985,307043:415144:423187,MAINLINE to Waterfront,3522,423187
2,980,307371:415145:417237,CROSSTOWN to Waterfront,3478,417237
3C,983,306192:415146:417203,COUNTY PARK to Castlegreen Dr,3528,417203
3C,987,306192:415146:423231,COUNTY PARK to Castlegreen Dr,3528,423231
11,979,306716:415147:417228,JOHN to Waterfront,3510,417228
11,985,306716:415147:423268,JOHN to Waterfront,3510,423268
14,979,306687:415148:417158,ARTHUR to Airport,3545,417158
14,985,306687:415148:423244,ARTHUR to Airport,3545,423244
11,979,306692:415149:417228,JOHN to Windsor St.,3517,417228
11,985,306692:415149:423268,JOHN to Windsor St.,3517,423268
14,983,306220:415151:417180,ARTHUR to City Hall,3541,417180
14,987,306220:415151:423212,ARTHUR to City Hall,3541,423212
5,986,308105:415152:423250,EDWARD to Westfort,3543,423250
3C,979,306930:415153:417240,COUNTY PARK to Northwood,3564,417240
14,979,306678:415154:417224,ARTHUR to Airport,3545,417224
14,985,306678:415154:423234,ARTHUR to Airport,3545,423234
2,980,307381:415155:417237,CROSSTOWN to Waterfront,3478,417237
2,984,305951:415156:417230,CROSSTOWN to Westfort,3487,417230
1,983,306009:415157:417232,MAINLINE to Waterfront,3522,417232
1,987,306009:415157:423209,MAINLINE to Waterfront,3522,423209
3C,979,306980:415158:417200,COUNTY PARK to Castlegreen Dr,3528,417200
3C,985,306980:415158:423223,COUNTY PARK to Castlegreen Dr,3528,423223
3M,979,307284:415159:417246,MEMORIAL to Airport,3516,417246
14,976,309405:415160:423205,ARTHUR to Airport,3545,423205
18,979,306398:415161:417199,WESTFORT to Mary,3509,417199
18,985,306398:415161:423249,WESTFORT to Mary,3509,423249
15,976,309269:415164:423238,BEVERLY to Intercity,3523,423238
18,986,307605:415165:423200,WESTFORT to City Hall,3546,423200
1,979,307037:415166:417187,MAINLINE to Waterfront,3522,417187
16,980,306590:415167:417175,BALMORAL to City Hall,3498,417175
3M,986,307686:415168:423241,MEMORIAL to Waterfront,3562,423241
2,980,307417:415169:417237,CROSSTOWN to Waterfront,3478,417237
3M,979,307230:415170:417200,MEMORIAL to Northwood,3520,417200
8,983,305869:415171:417213,JAMES to Intercity via College,3552,417213
8,987,305869:415171:423191,JAMES to Intercity via College,3552,423191
3C,983,306197:415172:417210,COUNTY PARK to Castlegreen Dr,3528,417210
3C,987,306197:415172:423214,COUNTY PARK to Castlegreen Dr,3528,423214
5,986,308138:415173:423250,EDWARD to Waterfront,3555,423250
2,986,308464:415174:423199,CROSSTOWN to Waterfront,3478,423199
14,976,309378:415175:423239,ARTHUR to City Hall,3541,423239
12,982,308357:415178:417220,EAST END,3537,417220
1,976,309572:415179:417161,MAINLINE to City Hall,3565,417161
7,983,305929:415180:417221,HUDSON to Shuniah St.,3466,417221
7,987,305929:415180:423245,HUDSON to Shuniah St.,3466,423245
3C,983,306194:415181:417210,COUNTY PARK to Castlegreen Dr,3528,417210
3C,987,306194:415181:423214,COUNTY PARK to Castlegreen Dr,3528,423214
5,980,306802:415182:417217,EDWARD to Waterfront,3555,417217
13,983,306320:415183:417193,JOHN-JUMBO to County Fair,3513,417193
13,987,306320:415183:423237,JOHN-JUMBO to County Fair,3513,423237
17,979,306488:415184:417218,CURRENT RIVER to Cowan,3442,417218
17,985,306488:415184:423240,CURRENT RIVER to Cowan,3442,423240
7,979,307156:415186:417248,HUDSON to Waterfront,3458,417248
3M,983,306096:415187:417210,MEMORIAL to Northwood,3515,417210
10,986,308294:415188:423204,NORTHWOOD to College,3549,423204
9,979,307116:415189:417170,JUNOT to Waterfront,3499,417170
2,986,308501:415190:423199,CROSSTOWN to Westfort,3487,423199
17,979,306510:415191:417201,CURRENT RIVER to Waterfront,3566,417201
8,979,307353:415192:417223,JAMES to Intercity via College,3552,417223
8,985,307353:415192:423216,JAMES to Intercity via College,3552,423216
1,986,307955:415193:423200,MAINLINE to Waterfront,3522,423200
17,983,305794:415194:417219,CURRENT RIVER to Cowan,3442,417219
17,987,305794:415194:423196,CURRENT RIVER to Cowan,3442,423196
17,986,307675:415195:423189,CURRENT RIVER to Cowan,3442,423189
5,984,306143:415196:417165,EDWARD to Westfort,3543,417165
3C,979,306966:415197:417229,COUNTY PARK to Northwood,3564,417229
5,984,306157:415198:417165,EDWARD to Waterfront,3555,417165
2,980,307377:415199:417237,CROSSTOWN to Westfort,3487,417237
2,986,308505:415200:423232,CROSSTOWN to Westfort,3487,423232
18,986,307587:415201:423200,WESTFORT to Mary,3509,423200
1,984,306033:415202:417169,MAINLINE to Waterfront,3522,417169
2,976,309650:415203:417166,CROSSTOWN to Westfort,3487,417166
5,984,306162:415204:417230,EDWARD to Waterfront,3555,417230
10,986,308252:415205:423204,NORTHWOOD to County Park,3550,423204
5,980,306755:415206:417237,EDWARD to Waterfront,3555,417237
2,980,307406:415207:417217,CROSSTOWN to Westfort,3487,417217
1,986,307978:415208:423243,MAINLINE to Waterfront,3522,423243
14,986,308235:415209:423219,ARTHUR to Airport,3545,423219
7,986,307902:415210:423267,HUDSON to Shuniah St.,3466,423267
10,986,308300:415211:423230,NORTHWOOD to College,3549,423230
14,983,306208:415212:417212,ARTHUR to City Hall,3541,417212
14,987,306208:415212:423194,ARTHUR to City Hall,3541,423194
17,979,306480:415214:417167,CURRENT RIVER to Waterfront,3566,417167
7,983,305911:415216:417193,HUDSON to Waterfront,3458,417193
15,986,308578:415217:423189,BEVERLY to University,3535,423189
2,980,307388:415218:417237,CROSSTOWN to Waterfront,3478,417237
1,979,307014:415220:417199,MAINLINE to City Hall,3567,417199
1,985,307014:415220:423249,MAINLINE to City Hall,3567,423249
1,984,306035:415222:417169,MAINLINE to Waterfront,3522,417169
5,986,308131:415223:423232,EDWARD to Waterfront,3555,423232
9,979,307057:415224:417170,JUNOT to University,3469,417170
9,985,307057:415224:423206,JUNOT to University,3469,423206
3M,979,307250:415227:417240,MEMORIAL to Waterfront,3562,417240
3M,985,307250:415227:423257,MEMORIAL to Waterfront,3562,423257
7,983,305918:415229:417221,HUDSON to Waterfront,3458,417221
9,976,309778:415230:423238,JUNOT to University,3469,423238
10,976,309344:415231:423269,NORTHWOOD to County Park,3550,423269
7,979,307123:415232:417228,HUDSON to Waterfront,3458,417228
9,976,309777:415233:423238,JUNOT to University,3469,423238
1,983,306015:415234:417232,MAINLINE to Waterfront,3522,417232
1,987,306015:415234:423209,MAINLINE to Waterfront,3522,423209
8,983,305893:415235:417180,JAMES to City Hall via College,3551,417180
1,979,307026:415236:417215,MAINLINE to Waterfront,3522,417215
1,984,305996:415237:417169,MAINLINE to City Hall,3565,417169
14,986,308218:415238:423193,ARTHUR to Airport,3545,423193
5,986,308126:415239:423250,EDWARD to Waterfront,3555,423250
1,976,309608:415240:423229,MAINLINE to City Hall,3565,423229
10,983,306249:415241:417203,NORTHWOOD to County Park,3550,417203
10,987,306249:415241:423231,NORTHWOOD to County Park,3550,423231
3C,979,306963:415243:417176,COUNTY PARK to Northwood,3564,417176
7,983,305931:415244:417221,HUDSON to Shuniah St.,3466,417221
7,987,305931:415244:423245,HUDSON to Shuniah St.,3466,423245
6,979,306524:415246:417239,MISSION RD.,3104,417239
6,985,306524:415246:423248,MISSION RD.,3104,423248
3M,986,307724:415248:423230,MEMORIAL to County Park,3563,423230
3M,983,306088:415249:417185,MEMORIAL to Northwood,3515,417185
13,983,306288:415250:417221,JOHN-JUMBO to Waterfront,3483,417221
13,987,306288:415250:423245,JOHN-JUMBO to Waterfront,3483,423245
3M,983,306114:415251:417198,MEMORIAL to City Hall,3518,417198
5,984,306149:415252:417165,EDWARD to Waterfront,3555,417165
2,986,308498:415253:423199,CROSSTOWN to Westfort,3487,423199
3C,979,306933:415254:417200,COUNTY PARK to Northwood,3564,417200
5,986,308137:415255:423232,EDWARD to Waterfront,3555,423232
3M,986,307788:415256:423260,MEMORIAL to Waterfront,3562,423260
7,979,307126:415257:417248,HUDSON to Shuniah St.,3466,417248
7,985,307126:415257:423217,HUDSON to Shuniah St.,3466,423217
1,986,307967:415258:423243,MAINLINE to Waterfront,3522,423243
5,980,306773:415259:417217,EDWARD to Waterfront,3555,417217
14,986,308187:415260:423193,ARTHUR to City Hall,3541,423193
13,976,309310:415261:423227,JOHN-JUMBO to Waterfront,3483,423227
13,983,306304:415264:417193,JOHN-JUMBO to County Fair,3513,417193
13,987,306304:415264:423237,JOHN-JUMBO to County Fair,3513,423237
5,986,308102:415265:423250,EDWARD to Westfort,3543,423250
2,980,307434:415266:417217,CROSSTOWN to College,3504,417217
14,979,306653:415267:417158,ARTHUR to Airport,3545,417158
14,985,306653:415267:423244,ARTHUR to Airport,3545,423244
3M,979,307290:415268:417158,MEMORIAL to Airport,3516,417158
16,979,306552:415270:417202,BALMORAL to College,3501,417202
16,985,306552:415270:423225,BALMORAL to College,3501,423225
7,986,307911:415271:423255,HUDSON to Shuniah St.,3466,423255
3M,986,307685:415272:423260,MEMORIAL to County Park,3563,423260
14,983,306234:415273:417180,ARTHUR to Airport,3545,417180
14,987,306234:415273:423212,ARTHUR to Airport,3545,423212
18,986,307591:415274:423190,WESTFORT to Mary,3509,423190
17,979,306462:415275:417167,CURRENT RIVER to Cowan,3442,417167
17,985,306462:415275:423192,CURRENT RIVER to Cowan,3442,423192
3M,983,306124:415276:417185,MEMORIAL to Waterfront,3562,417185
3M,987,306124:415276:423256,MEMORIAL to Waterfront,3562,423256
5,986,308140:415277:423232,EDWARD to Waterfront,3555,423232
3C,979,306943:415278:417245,COUNTY PARK to Castlegreen Dr,3528,417245
3C,985,306943:415278:423258,COUNTY PARK to Castlegreen Dr,3528,423258
2,976,309639:415279:417214,CROSSTOWN to Westfort,3487,417214
1,984,306040:415280:417169,MAINLINE to Waterfront,3522,417169
5,984,306161:415281:417165,EDWARD to Waterfront,3555,417165
15,986,308560:415282:423215,BEVERLY to University,3535,423215
1,986,307964:415283:423190,MAINLINE to Waterfront,3522,423190
18,986,307609:415284:423200,WESTFORT to City Hall,3546,423200
3M,983,306083:415285:417203,MEMORIAL to Northwood,3515,417203
17,986,307634:415286:423215,CURRENT RIVER to Cowan,3442,423215
18,983,305783:415287:417219,WESTFORT to City Hall,3546,417219
18,987,305783:415287:423196,WESTFORT to City Hall,3546,423196
17,983,305790:415288:417232,CURRENT RIVER to Cowan,3442,417232
17,987,305790:415288:423209,CURRENT RIVER to Cowan,3442,423209
10,986,308280:415289:423204,NORTHWOOD to College,3549,423204
3C,979,306979:415290:417245,COUNTY PARK to Castlegreen Dr,3528,417245
3C,985,306979:415290:423258,COUNTY PARK to Castlegreen Dr,3528,423258
5,986,308118:415291:423232,EDWARD to Waterfront,3555,423232
15,976,309284:415293:423195,BEVERLY to University,3535,423195
1,979,307027:415294:417187,MAINLINE to Waterfront,3522,417187
3J,979,306830:415295:417224,JUMBO GARDENS to Sherwood Dr.,3525,417224
1,983,306030:415296:417219,MAINLINE to City Hall,3565,417219
1,987,306030:415296:423196,MAINLINE to City Hall,3565,423196
18,983,305776:415297:417232,WESTFORT to City Hall,3546,417232
18,987,305776:415297:423209,WESTFORT to City Hall,3546,423209
10,986,308302:415298:423204,NORTHWOOD to College,3549,423204
1,979,306993:415300:417215,MAINLINE to City Hall,3565,417215
1,985,306993:415300:423187,MAINLINE to City Hall,3565,423187
14,979,306679:415301:417158,ARTHUR to Airport,3545,417158
14,985,306679:415301:423244,ARTHUR to Airport,3545,423244
17,983,305789:415302:417196,CURRENT RIVER to Cowan,3442,417196
17,987,305789:415302:423247,CURRENT RIVER to Cowan,3442,423247
14,979,306681:415303:417246,ARTHUR to Airport,3545,417246
14,985,306681:415303:423197,ARTHUR to Airport,3545,423197
1,986,307965:415304:423243,MAINLINE to Waterfront,3522,423243
5,976,309454:415305:417214,EDWARD to Westfort,3543,417214
11,979,306712:415308:417228,JOHN to Waterfront,3510,417228
11,985,306712:415308:423268,JOHN to Waterfront,3510,423268
13,983,306295:415310:417193,JOHN-JUMBO to Waterfront,3483,417193
13,987,306295:415310:423237,JOHN-JUMBO to Waterfront,3483,423237
11,986,308083:415312:423267,JOHN to Windsor St.,3517,423267
15,986,308577:415313:423235,BEVERLY to University,3535,423235
1,976,309629:415314:417161,MAINLINE to City Hall,3567,417161
3M,979,307300:415315:417240,MEMORIAL to City Hall,3518,417240
3M,979,307183:415316:417233,MEMORIAL to Jumbo Gardens,3559,417233
14,976,309407:415317:423205,ARTHUR to Airport,3545,423205
3M,979,307224:415318:417240,MEMORIAL to Northwood,3520,417240
8,986,308421:415319:423220,JAMES to Intercity via College,3552,423220
1,983,306044:415320:417232,MAINLINE to City Hall,3565,417232
1,987,306044:415320:423209,MAINLINE to City Hall,3565,423209
7,983,305919:415321:417193,HUDSON to Waterfront,3458,417193
10,986,308281:415322:423254,NORTHWOOD to College,3549,423254
10,979,306898:415323:417245,NORTHWOOD to County Park,3544,417245
10,985,306898:415323:423258,NORTHWOOD to County Park,3544,423258
11,979,306702:415324:417228,JOHN to Windsor St.,3517,417228
11,985,306702:415324:423268,JOHN to Windsor St.,3517,423268
17,979,306476:415325:417201,CURRENT RIVER to Waterfront,3566,417201
1,976,309624:415329:423229,MAINLINE to City Hall,3565,423229
3J,979,306843:415330:417233,JUMBO GARDENS to Airport,3530,417233
1,976,309593:415331:423246,MAINLINE to Waterfront,3522,423246
17,986,307630:415332:423189,CURRENT RIVER to Cowan,3442,423189
3M,976,309516:415333:423269,MEMORIAL to County Park,3563,423269
5,980,306760:415334:417175,EDWARD to Westfort,3543,417175
1,986,307985:415335:423200,MAINLINE to City Hall,3567,423200
1,984,305990:415338:417169,MAINLINE to City Hall,3565,417169
2,984,305968:415339:417165,CROSSTOWN to Waterfront,3478,417165
10,976,309357:415340:423211,NORTHWOOD to College,3549,423211
18,979,306413:415341:417199,WESTFORT to Mary,3509,417199
18,985,306413:415341:423249,WESTFORT to Mary,3509,423249
1,984,306042:415344:417169,MAINLINE to Waterfront,3522,417169
15,979,307495:415345:417188,BEVERLY to University,3535,417188
11,979,306710:415346:417228,JOHN to Waterfront,3510,417228
